2023-07-30 09:51:27,755 INFO    StreamThr :25464 [internal.py:wandb_internal():86] W&B internal server running at pid: 25464, started at: 2023-07-30 09:51:27.755535
2023-07-30 09:51:27,758 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: status
2023-07-30 09:51:27,760 INFO    WriterThread:25464 [datastore.py:open_for_write():85] open: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\run-u4ggt1ee.wandb
2023-07-30 09:51:27,766 DEBUG   SenderThread:25464 [sender.py:send():369] send: header
2023-07-30 09:51:27,814 DEBUG   SenderThread:25464 [sender.py:send():369] send: run
2023-07-30 09:51:28,548 INFO    SenderThread:25464 [dir_watcher.py:__init__():211] watching files in: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\files
2023-07-30 09:51:28,548 INFO    SenderThread:25464 [sender.py:_start_run_threads():1100] run started: u4ggt1ee with start time 1690735887.755534
2023-07-30 09:51:28,548 DEBUG   SenderThread:25464 [sender.py:send_request():396] send_request: summary_record
2023-07-30 09:51:28,549 INFO    SenderThread:25464 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-30 09:51:28,560 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: check_version
2023-07-30 09:51:28,560 DEBUG   SenderThread:25464 [sender.py:send_request():396] send_request: check_version
2023-07-30 09:51:29,101 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: run_start
2023-07-30 09:51:29,121 DEBUG   HandlerThread:25464 [system_info.py:__init__():31] System info init
2023-07-30 09:51:29,121 DEBUG   HandlerThread:25464 [system_info.py:__init__():46] System info init done
2023-07-30 09:51:29,121 INFO    HandlerThread:25464 [system_monitor.py:start():181] Starting system monitor
2023-07-30 09:51:29,122 INFO    SystemMonitor:25464 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-30 09:51:29,122 INFO    HandlerThread:25464 [system_monitor.py:probe():201] Collecting system info
2023-07-30 09:51:29,129 INFO    SystemMonitor:25464 [interfaces.py:start():190] Started cpu monitoring
2023-07-30 09:51:29,129 INFO    SystemMonitor:25464 [interfaces.py:start():190] Started disk monitoring
2023-07-30 09:51:29,130 INFO    SystemMonitor:25464 [interfaces.py:start():190] Started gpu monitoring
2023-07-30 09:51:29,131 INFO    SystemMonitor:25464 [interfaces.py:start():190] Started memory monitoring
2023-07-30 09:51:29,140 INFO    SystemMonitor:25464 [interfaces.py:start():190] Started network monitoring
2023-07-30 09:51:29,145 DEBUG   HandlerThread:25464 [system_info.py:probe():195] Probing system
2023-07-30 09:51:29,146 DEBUG   HandlerThread:25464 [system_info.py:_probe_git():180] Probing git
2023-07-30 09:51:29,244 DEBUG   HandlerThread:25464 [system_info.py:_probe_git():188] Probing git done
2023-07-30 09:51:29,244 DEBUG   HandlerThread:25464 [system_info.py:probe():240] Probing system done
2023-07-30 09:51:29,245 DEBUG   HandlerThread:25464 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.3', 'heartbeatAt': '2023-07-30T16:51:29.145822', 'startedAt': '2023-07-30T16:51:27.740674', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\dhpng\\summer_projects\\Mario_RL\\main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/darrenhoang12/Mario_RL.git', 'commit': '3f86b6a26aae50453516870647be8e0a47cbeb66'}, 'email': 'darrenhoang12@gmail.com', 'root': 'C:/Users/dhpng/summer_projects/Mario_RL', 'host': 'DESKTOP-I8A6QH7', 'username': 'dhpng', 'executable': 'C:\\Users\\dhpng\\anaconda3\\envs\\mario_gpu\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3400.0, 'min': 0.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 3400.0, 'min': 0.0, 'max': 3400.0}], 'disk': {'total': 464.42187118530273, 'used': 354.0892448425293}, 'gpu': 'NVIDIA GeForce GTX 1660 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1660 SUPER', 'memory_total': 6442450944}], 'memory': {'total': 15.932750701904297}}
2023-07-30 09:51:29,245 INFO    HandlerThread:25464 [system_monitor.py:probe():211] Finished collecting system info
2023-07-30 09:51:29,245 INFO    HandlerThread:25464 [system_monitor.py:probe():214] Publishing system info
2023-07-30 09:51:29,245 DEBUG   HandlerThread:25464 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-30 09:51:29,246 DEBUG   HandlerThread:25464 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-30 09:51:29,247 DEBUG   HandlerThread:25464 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-07-30 09:51:29,564 INFO    Thread-16 :25464 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\files\requirements.txt
2023-07-30 09:51:29,565 INFO    Thread-16 :25464 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\files\conda-environment.yaml
2023-07-30 09:51:29,565 INFO    Thread-16 :25464 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\files\wandb-summary.json
2023-07-30 09:51:37,595 DEBUG   HandlerThread:25464 [system_info.py:_save_conda():86] Saving conda packages done
2023-07-30 09:51:37,596 INFO    HandlerThread:25464 [system_monitor.py:probe():216] Finished publishing system info
2023-07-30 09:51:37,611 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: status_report
2023-07-30 09:51:37,612 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: keepalive
2023-07-30 09:51:37,612 DEBUG   SenderThread:25464 [sender.py:send():369] send: files
2023-07-30 09:51:37,612 INFO    SenderThread:25464 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-30 09:51:37,627 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: stop_status
2023-07-30 09:51:37,628 DEBUG   SenderThread:25464 [sender.py:send_request():396] send_request: stop_status
2023-07-30 09:51:37,645 INFO    Thread-16 :25464 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\files\conda-environment.yaml
2023-07-30 09:51:37,646 INFO    Thread-16 :25464 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\files\wandb-metadata.json
2023-07-30 09:51:38,292 DEBUG   SenderThread:25464 [sender.py:send():369] send: telemetry
2023-07-30 09:51:38,292 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: status_report
2023-07-30 09:51:38,520 INFO    wandb-upload_0:25464 [upload_job.py:push():133] Uploaded file C:\Users\dhpng\AppData\Local\Temp\tmp6h1blwu0wandb\7zhy0pws-wandb-metadata.json
2023-07-30 09:51:41,691 INFO    Thread-16 :25464 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\dhpng\summer_projects\Mario_RL\wandb\run-20230730_095127-u4ggt1ee\files\output.log
2023-07-30 09:51:43,447 DEBUG   HandlerThread:25464 [handler.py:handle_request():144] handle_request: status_report
